1	2
Tom sat quietly.	Tom saß ruhig da.
Tom sat reading.	Tom saß da und las.
Tom sat waiting.	Tom saß und wartete.
Tom saw a ghost.	Tom sah einen Geist.
Tom saw a mouse.	Tom sah eine Maus.
Tom saw a shark.	Tom sah einen Hai.
Tom saw it, too.	Tom hat es auch gesehen.
Tom saw nothing.	Tom sah nichts.
Tom saw nothing.	Tom hat nichts gesehen.
Tom saw someone.	Tom sah jemanden.
Tom saw the bus.	Tom hat den Bus gesehen.
Tom saw the cat.	Tom hat die Katze gesehen.
Tom scares easy.	Tom erschreckt sich leicht.
Tom seemed busy.	Tom schien beschäftigt zu sein.
Tom seemed calm.	Tom schien ruhig zu sein.
Tom seemed cool.	Tom schien ein toller Typ zu sein.
Tom seemed fine.	Tom schien in Ordnung zu sein.
Tom seemed fine.	Tom schien es gut zu gehen.
Tom seemed hurt.	Tom schien verletzt zu sein.
Tom seemed lost.	Tom schien verloren zu sein.
Tom seemed nice.	Tom schien nett zu sein.
Tom seemed sick.	Tom schien krank zu sein.
Tom seemed wise.	Tom schien klug zu sein.
Tom seems angry.	Tom scheint verärgert zu sein.
Tom seems bored.	Tom scheint sich zu langweilen.
Tom seems bossy.	Tom scheint rechthaberisch zu sein.
Tom seems dazed.	Tom scheint benommen zu sein.
Tom seems eager.	Tom scheint bereitwillig zu sein.
Tom seems fussy.	Tom wirkt pingelig.
Tom seems happy.	Tom scheint glücklich.
Tom seems happy.	Tom sieht glücklich aus.
Tom seems lucky.	Tom scheint glücklich zu sein.
Tom seems moody.	Tom wirkt launisch.
Tom seems naive.	Tom scheint naiv zu sein.
Tom seems quiet.	Tom scheint still zu sein.
Tom seems ready.	Tom scheint bereit zu sein.
Tom seems smart.	Tom scheint schlau zu sein.
Tom seems stoic.	Tom scheint stoisch zu sein.
Tom seems sweet.	Tom scheint ganz reizend zu sein.
Tom seems tense.	Tom scheint angespannt zu sein.
Tom seems tired.	Tom scheint müde zu sein.
Tom seems tough.	Tom scheint hart zu sein.
Tom seems upset.	Tom scheint bestürzt zu sein.
Tom seems young.	Tom scheint jung zu sein.
Tom sees things.	Tom sieht Dinge.
Tom seldom wins.	Tom gewinnt selten.
Tom sells fruit.	Tom verkauft Obst.
Tom sells shoes.	Tom verkauft Schuhe.
Tom shot a bear.	Tom hat einen Bären erschossen.
Tom should come.	Tom sollte kommen.
Tom should know.	Tom weiß es sicher.
Tom should wait.	Tom sollte warten.
Tom sings tenor.	Tom singt Tenor.
Tom sipped wine.	Tom trank Wein in Schlückchen.
Tom slowed down.	Tom bremste ab.
Tom smelled gas.	Tom roch Gas.
Tom smiled back.	Tom lächelte zurück.
Tom snores, too.	Tom schnarcht auch.
Tom sold us out.	Tom hat uns verraten.
Tom sounded mad.	Tom klang verrückt.
Tom sounds nice.	Tom klingt nett.
Tom sounds nuts.	Tom klingt verrückt.
Tom speaks fast.	Tom redet schnell.
Tom spoke again.	Tom hat wieder gesprochen.
Tom spoke first.	Tom sprach zuerst.
Tom stabbed her.	Tom stach sie mit dem Messer.
Tom stabbed him.	Tom stach ihn mit dem Messer.
Tom stared back.	Tom starrte zurück.
Tom stayed calm.	Tom blieb ruhig.
Tom stayed calm.	Tom bewahrte die Ruhe.
Tom stayed cool.	Tom blieb cool.
Tom stayed here.	Tom blieb hier.
Tom stayed home.	Tom blieb zu Hause.
Tom stayed late.	Tom blieb bis spät.
Tom stayed over.	Tom blieb über Nacht.
Tom stood alone.	Tom stand alleine.
Tom stood rigid.	Tom stand unbeweglich.
Tom stood there.	Tom stand dort.
Tom surrendered.	Tom hat sich ergeben.
Tom sympathized.	Tom hatte Mitleid.
Tom talks a lot.	Tom redet viel.
Tom talks funny.	Tom redet lustig.
Tom talks tough.	Tom redet taff.
Tom teased Mary.	Tom ärgerte Mary.
Tom texted Mary.	Tom schrieb Maria an.
Tom told a joke.	Tom hat einen Witz erzählt.
Tom told us why.	Tom nannte uns den Grund.
Tom took a bath.	Tom nahm ein Bad.
Tom took a bath.	Tom badete.
Tom took a walk.	Tom ging spazieren.
Tom took my car.	Tom nahm mein Auto.
Tom took photos.	Tom hat Fotos gemacht.
Tom trains dogs.	Tom dressiert Hunde.
Tom tried again.	Tom versuchte es erneut.
Tom trusted her.	Tom vertraute ihr.
Tom trusted him.	Tom vertraute ihm.
Tom trusted you.	Tom hat dir vertraut.
Tom trusts Mary.	Tom vertraut Maria.
Tom turned away.	Tom wandte sich ab.
Tom turned back.	Tom drehte um.
Tom turned over.	Tom drehte sich um.
Tom turned pale.	Tom erblasste.
Tom turned pale.	Tom wurde blass.
Tom understands.	Tom versteht.
Tom volunteered.	Tom meldete sich freiwillig.
Tom walked away.	Tom ging weg.
Tom walked fast.	Tom ging schnell.
Tom walked home.	Tom ging nach Hause.
Tom walked home.	Tom ging zu Fuß nach Hause.
Tom walked home.	Tom lief heim.
Tom walked past.	Tom ging vorbei.
Tom wanted Mary.	Tom wollte Mary.
Tom wanted more.	Tom wollte mehr.
Tom wanted that.	Tom wollte das haben.
Tom wanted this.	Tom wollte das.
Tom wants a dog.	Tom will einen Hund.
Tom wants a dog.	Tom möchte einen Hund.
Tom wants a job.	Tom sucht einen Job.
Tom wants money.	Tom will Geld.
Tom wants to go.	Tom möchte gehen.
Tom warned Mary.	Tom warnte Maria.
Tom was abusive.	Tom war beleidigend.
Tom was adamant.	Tom war unnachgiebig.
Tom was adopted.	Tom wurde adoptiert.
Tom was alarmed.	Tom war alarmiert.
Tom was alerted.	Tom wurde alarmiert.
Tom was amazing.	Tom war unglaublich.
Tom was amusing.	Tom war amüsant.
Tom was annoyed.	Tom war verärgert.
Tom was anxious.	Tom war verängstigt
Tom was ashamed.	Tom schämte sich.
Tom was at home.	Tom war zu Hause.
Tom was awesome.	Tom war fantastisch.
Tom was baffled.	Tom war verblüfft.
Tom was blinded.	Tom war geblendet.
Tom was bullied.	Tom wurde gemobbt.
Tom was careful.	Tom war vorsichtig.
Tom was cheated.	Tom wurde betrogen.
Tom was content.	Tom war zufrieden.
Tom was crushed.	Tom war am Boden zerstört.
Tom was crushed.	Tom war niedergeschmettert.
Tom was curious.	Tom war neugierig.
Tom was defiant.	Tom war trotzig.
Tom was devious.	Tom war hinterhältig.
Tom was devoted.	Tom war hingebungsvoll.
Tom was driving.	Tom fuhr.
Tom was dubious.	Tom hatte Zweifel.
Tom was dubious.	Tom hatte Bedenken.
Tom was elderly.	Tom war betagt.
Tom was elected.	Tom wurde gewählt.
Tom was enraged.	Tom war wütend.
Tom was evasive.	Tom war ausweichend.
Tom was excited.	Tom war aufgeregt.
Tom was focused.	Tom war konzentriert.
Tom was foolish.	Tom war dumm.
Tom was frantic.	Tom war verzweifelt.
Tom was furious.	Tom war wütend.
Tom was healthy.	Tom war gesund.
Tom was helpful.	Tom war hilfreich.
Tom was hurting.	Tom hatte Schmerzen.
Tom was in love.	Tom war verliebt.
Tom was in pain.	Tom hatte Schmerzen.
Tom was injured.	Tom war verletzt.
Tom was invited.	Tom war eingeladen.
Tom was jealous.	Tom war eifersüchtig.
Tom was kidding.	Tom machte Witze.
Tom was leaving.	Tom ging.
Tom was lenient.	Tom war nachsichtig.
Tom was married.	Tom war verheiratet.
Tom was moaning.	Tom stöhnte.
Tom was my boss.	Tom war mein Chef.
Tom was naughty.	Tom war unartig.
Tom was nervous.	Tom war nervös.
Tom was outside.	Tom war draußen.
Tom was panting.	Tom keuchte.
Tom was patient.	Tom war geduldig.
Tom was perfect.	Tom war perfekt.
Tom was pleased.	Tom war erfreut.
Tom was popular.	Tom war beliebt.
Tom was praying.	Tom betete.
Tom was present.	Tom war anwesend.
Tom was puzzled.	Tom war verwirrt.
Tom was relaxed.	Tom war entspannt.
Tom was running.	Tom rannte.
Tom was selfish.	Tom war egoistisch.
Tom was serious.	Tom meinte es ernst.
Tom was shocked.	Tom war schockiert.
Tom was singing.	Tom sang.
Tom was smiling.	Tom lächelte.
Tom was smoking.	Tom rauchte.
Tom was snoring.	Tom hat geschnarcht.
Tom was so busy.	Tom war so beschäftigt.
Tom was so busy.	Tom hatte so viel um die Ohren.
Tom was sobbing.	Tom schluchzte.
Tom was special.	Tom war etwas Besonderes.
Tom was spoiled.	Tom war verwöhnt.
Tom was stabbed.	Tom wurde niedergestochen.
Tom was stunned.	Tom war verblüfft.
Tom was talking.	Tom redete.
Tom was tasered.	Tom wurde mit einem Taser beschossen.
Tom was the one.	Tom war es.
Tom was the one.	Tom war derjenige.
Tom was thirsty.	Tom war durstig.
Tom was too fat.	Tom war zu dick.
Tom was too old.	Tom war zu alt.
Tom was trapped.	Tom war gefangen.
Tom was unhappy.	Tom war unglücklich.
Tom was unlucky.	Tom hatte Pech.
Tom was violent.	Tom war gewalttätig.
Tom was waiting.	Tom wartete.
Tom was walking.	Tom ging spazieren.
Tom was wealthy.	Tom war reich.
Tom was winning.	Tom war am Gewinnen.
Tom was with me.	Tom war bei mir.
Tom was with me.	Tom begleitete mich.
Tom was working.	Tom hat gearbeitet.
Tom was worried.	Tom war besorgt.
Tom was wounded.	Tom wurde verletzt.
Tom was wounded.	Tom wurde verwundet.
Tom was writing.	Tom schrieb.
Tom was yelling.	Tom schrie.
Tom wasn't bald.	Tom hatte keine Glatze.
Tom wasn't busy.	Tom war nicht beschäftigt.
Tom wasn't done.	Tom war nicht fertig.
Tom wasn't fair.	Tom war nicht fair.
Tom wasn't good.	Tom war nicht brav.
Tom wasn't here.	Tom war nicht hier.
Tom wasn't home.	Tom war nicht zu Hause.
Tom wasn't hurt.	Tom war nicht verletzt.
Tom wasn't lazy.	Tom war nicht faul.
Tom wasn't mean.	Tom war nicht gemein.
Tom wasn't neat.	Tom war nicht gepflegt.
Tom wasn't nice.	Tom war nicht nett.
Tom wasn't poor.	Tom war nicht arm.
Tom wasn't rich.	Tom war nicht reich.
Tom wasn't rude.	Tom war nicht unhöflich.
Tom wasn't safe.	Tom war nicht sicher.
Tom wasn't sick.	Tom war nicht krank.
Tom wasn't sure.	Tom war sich nicht sicher.
Tom wasn't sure.	Tom war sich unsicher.
Tom wears a wig.	Tom trägt Perücke.
Tom welcomed us.	Tom hieß uns willkommen.
Tom went abroad.	Tom ging ins Ausland.
Tom went hiking.	Thomas ging wandern.
Tom went skiing.	Tom ist Skifahren gegangen.
Tom went to bed.	Tom ging ins Bett.
Tom went to bed.	Tom ist ins Bett gegangen.
Tom will attend.	Tom wird teilnehmen.
Tom will change.	Tom wird sich ändern.
Tom will decide.	Tom wird entscheiden.
Tom will escape.	Tom wird fliehen.
Tom will escape.	Tom wird entkommen.
Tom will follow.	Tom wird folgen.
Tom will listen.	Tom wird zuhören.
Tom will manage.	Tom kommt schon zurecht.
Tom will remain.	Tom wird bleiben.
Tom will scream.	Tom wird schreien.
Tom will see us.	Tom empfängt uns.
Tom will starve.	Tom wird verhungern.
Tom will suffer.	Tom wird leiden.
Tom will try it.	Tom wird es versuchen.
Tom will use it.	Tom wird es benützen.
Tom winked back.	Tom zwinkerte zurück.
Tom won a medal.	Tom hat eine Medaille gewonnen.
Tom won the bet.	Tom gewann die Wette.
Tom won't argue.	Tom wird nicht streiten.
Tom won't argue.	Tom wird keine Einwendungen machen.
Tom won't budge.	Tom wird sich nicht rühren.
Tom won't budge.	Tom wird sich nicht bewegen.
Tom won't do it.	Tom wird es nicht tun.
Tom won't leave.	Tom geht nicht.
Tom wore gloves.	Tom trug Handschuhe.
Tom worked hard.	Tom hat angestrengt gearbeitet.
Tom worked here.	Tom hat hier gearbeitet.
Tom worked here.	Tom arbeitete hier.
Tom works alone.	Tom arbeitet alleine.
Tom works there.	Tom arbeitet dort.
Tom would agree.	Tom würde zustimmen.
Tom would leave.	Tom würde gehen.
Tom writes well.	Tom schreibt gut.
Tom'll be ready.	Tom wird bereit sein.
Tom'll find out.	Tom wird es herausfinden.
Tom'll remember.	Tom wird sich daran erinnern.
Tom's a charmer.	Tom ist ein Charmeur.
Tom's an expert.	Tom ist ein Experte.
Tom's boat sank.	Toms Boot sank.
Tom's boat sank.	Toms Boot ist gesunken.
Tom's boat sank.	Toms Boot ging unter.
Tom's brilliant.	Tom ist genial.
Tom's brilliant.	Tom ist ein Genie.
Tom's concerned.	Tom ist beunruhigt.
Tom's confessed.	Tom hat gebeichtet.
Tom's conscious.	Tom ist bei Bewusstsein.
Tom's convinced.	Tom ist überzeugt.
Tom's hilarious.	Tom ist saukomisch.
Tom's impressed.	Tom ist beeindruckt.
Tom's in charge.	Tom ist verantwortlich.
Tom's listening.	Tom hört zu.
Tom's my cousin.	Tom ist mein Cousin.
Tom's my friend.	Tom ist mein Freund.
Tom's my nephew.	Tom ist mein Neffe.
Tom's repulsive.	Tom ist abstoßend.
Tom's screaming.	Tom schreit.
Tom's suffering.	Tom leidet.
Tom's thirtyish.	Tom ist um die dreißig.
Tom's turn came.	Tom war an der Reihe.
Tom's very neat.	Tom ist sehr gepflegt.
Tom's very nice.	Tom ist sehr nett.
Tom's very weak.	Tom ist sehr schwach.
Tom, I'm hungry.	Tom, ich habe Hunger.
Tom, be careful!	Tom, sei vorsichtig.
Trust is earned.	Vertrauen muss man sich verdienen.
Try and stop me.	Versuch doch, mich aufzuhalten!
Try and stop me.	Versuchen Sie doch, mich aufzuhalten!
Try not to fall.	Versuche, nicht zu fallen.
Try not to fall.	Versucht, nicht zu fallen.
Try not to fall.	Versuchen Sie, nicht zu fallen.
Try not to yawn.	Versuch, nicht zu gähnen.
Try to catch me.	Fang mich, wenn du kannst.
Try to catch me.	Versuch mich zu fangen.
Try to remember.	Versuch dich zu erinnern!
Try to remember.	Versucht euch zu erinnern!
Turn off the TV.	Schalte den Fernseher aus.
Turn off the TV.	Schaltet den Fernseher aus.
Turn off the TV.	Schalten Sie den Fernseher aus.
Turn on the gas.	Drehe das Gas auf!
Unlock the door.	Schließ die Tür auf.
Unlock the door.	Schließen Sie die Tür auf.
Wait in the car.	Warte im Wagen!
Wait one minute.	Warte eine Minute.
Wait one second.	Warte mal!
Wait over there.	Warte dort drüben.
Walking is nice.	Wandern ist schön.
Walls have ears.	Die Wände haben Ohren.
Walls have ears.	Feind hört mit.
Was Tom annoyed?	War Tom verärgert?
Was Tom annoyed?	War Tom genervt?
Was Tom rescued?	Wurde Tom gerettet?
Was it you, Tom?	Warst du es, Tom?
Was that a joke?	War das ein Witz?
Wash your hands.	Wasch dir die Hände.
Watch carefully.	Schau genau hin.
Watch carefully.	Schaut genau hin.
Watch carefully.	Schauen Sie genau hin.
Watch your step.	Pass auf, wo du hintrittst!
Watch your step.	Passen Sie auf, wohin Sie treten!
Watch your toes.	Pass auf deine Zehen auf.
We all know Tom.	Wir kennen alle Tom.
We all like him.	Wir mögen ihn alle.
We all love Tom.	Wir alle lieben Tom.
We all love you.	Wir haben dich alle lieb!
We already know.	Das wissen wir bereits.
We are a family.	Wir sind eine Familie.
We are brothers.	Wir sind Brüder.
We are his sons.	Wir sind seine Söhne.
We are students.	Wir sind Studenten.
We are students.	Wir sind Schüler.
We are with you.	Wir sind bei dir.
We aren't alone.	Wir sind nicht allein.
We aren't going.	Wir gehen nicht.
We arrested Tom.	Wir verhafteten Tom.
We arrested Tom.	Wir haben Tom verhaftet.
We ate together.	Wir haben zusammen gegessen.
We believed you.	Wir haben dir geglaubt.
We both saw you.	Wir haben dich beide gesehen.
We call him Tom.	Wir nennen ihn Tom.
We came to play.	Wir kamen, um zu spielen.
We can help Tom.	Wir können Tom helfen.
We can help you.	Wir können dir helfen.
We can help you.	Wir können Ihnen helfen.
We can pay cash.	Wir können bar bezahlen.
We can try that.	Wir können das versuchen.
We can't escape.	Wir können nicht entkommen.
We can't see it.	Wir können es nicht sehen.
We captured Tom.	Wir nahmen Tom gefangen.
We captured Tom.	Wir haben Tom gefangen genommen.
We closed early.	Wir machten zeitig zu.
We count on you.	Wir zählen auf dich.
We declared war.	Wir erklärten Krieg.
We didn't smile.	Wir lächelten nicht.
We didn't worry.	Wir haben uns keine Sorgen gemacht.
We eat raw fish.	Wir essen rohen Fisch.
We followed Tom.	Wir sind Tom gefolgt.
We had no money.	Wir hatten kein Geld.
We have a guest.	Wir haben Besuch.
We have arrived.	Wir sind angekommen.
We have bananas.	Wir haben Bananen.
We have changed.	Wir haben uns verändert.
We have changed.	Wir haben uns geändert.
We have changed.	Wir haben uns umgezogen.
We have no time.	Wir haben keine Zeit.
We have nothing.	Wir haben nichts.
We have to stop.	Wir müssen aufhören.
We have to talk.	Wir müssen reden.
We have to wait.	Wir müssen warten.
We lack nothing.	Uns fehlt es an nichts.
We left at 2:30.	Wir gingen um 2:30.
We love it here.	Wir lieben es hier.
We love picnics.	Wir lieben Picknicks.
We love you all.	Wir haben euch alle lieb!
We made him cry.	Wir brachten ihn zum Weinen.
We made waffles.	Wir haben Waffeln gebacken.
We met a writer.	Wir trafen einen Schriftsteller.
We must act now.	Wir müssen jetzt handeln.
We must find it.	Wir müssen es finden.
We must find it.	Wir müssen ihn finden.
We must find it.	Wir müssen sie finden.
We need a break.	Wir brauchen eine Pause.
We need experts.	Wir brauchen Fachleute.
We need to know.	Wir müssen es wissen.
We need to talk.	Wir müssen miteinander reden.
We need to talk.	Wir müssen reden.
We never forget.	Wir vergessen nie.
We pay Tom well.	Wir bezahlen Tom gut.
We pay Tom well.	Tom bezahlen wir gut.
We respect them.	Wir respektieren sie.
We sang for her.	Wir sangen für sie.
We should study.	Wir sollten lernen.
We speak French.	Wir sprechen Französisch.
We study French.	Wir lernen Französisch.
We took showers.	Wir duschten.
We try our best.	Wir versuchen unser Bestes.
We walked a lot.	Wir sind viel gelaufen.
We want it back.	Wir wollen es zurückhaben.
We want it back.	Wir wollen es wiederhaben.
We want justice.	Wir wollen Gerechtigkeit.
We want to help.	Wir wollen helfen.
We want to know.	Wir wollen das wissen.
We want to talk.	Wir wollen reden.
We went dancing.	Wir gingen tanzen.
We went on foot.	Wir sind zu Fuß gegangen.
We were friends.	Wir waren Freunde.
We were in love.	Wir waren verliebt.
We were invited.	Wir waren eingeladen.
We were shocked.	Wir waren schockiert.
We were worried.	Wir haben uns Sorgen gemacht.
We will succeed.	Wir werden erfolgreich sein.
We will survive.	Wir werden überleben.
We won't forget.	Wir werden es nicht vergessen.
We'll be hungry.	Wir werden hungrig sein.
We'll be hungry.	Wir werden Hunger haben.
We'll bring Tom.	Wir werden Tom bringen.
We'll camp here.	Wir werden hier unser Lager aufschlagen.
We'll camp here.	Wir werden hier kampieren.
We'll catch Tom.	Wir werden Tom fangen.
We'll catch you.	Wir werden euch fangen.
We'll chance it.	Wir riskieren es.
We'll cooperate.	Wir werden mitarbeiten.
We'll cooperate.	Wir werden kooperieren.
We'll cooperate.	Wir werden uns kooperativ zeigen.
We'll find them.	Wir werden sie finden.
We'll get there.	Wir werden dort hinkommen.
We'll know soon.	Bald werden wir es wissen.
We'll see to it.	Wir werden uns darum kümmern.
We'll stay here.	Wir werden hier bleiben.
We'll take this.	Wir werden das nehmen.
We'll take this.	Wir nehmen das.
We'll wait here.	Wir werden hier warten.
We'll watch Tom.	Wir werden Tom beobachten.
We'll watch you.	Wir werden dich nicht aus den Augen lassen.
We'll watch you.	Wir werden dich beobachten.
We're Canadians.	Wir sind Kanadier.
We're all alone.	Wir sind ganz allein.
We're all going.	Wir alle gehen.
We're all going.	Wir gehen alle.
We're all happy.	Wir sind alle zufrieden.
We're all happy.	Wir sind alle glücklich.
We're all right.	Es geht uns gut.
We're all right.	Bei uns ist alles in Ordnung.
We're all sorry.	Es tut uns allen leid.
We're available.	Wir haben Zeit.
We're back home.	Wir sind wieder zu Hause.
We're both fine.	Es geht uns beiden gut.
We're busy, Tom.	Wir sind beschäftigt, Tom.
We're coming in.	Wir kommen herein.
We're confident.	Wir sind zuversichtlich.
We're desperate.	Wir sind verzweifelt.
We're different.	Wir sind anders.
We're different.	Wir sind verschieden.
We're done here.	Wir sind hier fertig.
We're exhausted.	Wir sind erschöpft.
We're fine here.	Uns geht es gut hier.
We're fishermen.	Wir sind alles Angler.
We're from here.	Wir sind von hier.
We're from here.	Wir stammen von hier.
We're gardeners.	Wir sind Gärtner.
We're giving up.	Wir geben auf.
We're going now.	Wir gehen jetzt.
We're going out.	Wir gehen aus.
We're here, too.	Wir sind auch hier.
We're impatient.	Wir sind ungeduldig.
We're impressed.	Wir sind beeindruckt.
We're in Boston.	Wir sind in Boston.
We're in danger.	Wir sind in Gefahr.
We're intrigued.	Wir sind fasziniert.
We're listening.	Wir hören!
We're neighbors.	Wir sind Nachbarn.
We're newlyweds.	Wir sind frisch vermählt.
We're not alone.	Wir sind nicht allein.
We're not crazy.	Wir sind nicht verrückt.
We're not going.	Wir gehen nicht.
We're not happy.	Wir sind nicht zufrieden.
We're not happy.	Wir sind nicht glücklich.
We're now alone.	Wir sind jetzt allein.
We're objective.	Wir sind objektiv.
We're optimists.	Wir sind Optimisten.
We're plastered.	Wir sind stockbesoffen.
We're prisoners.	Wir sind Gefangene.
We're relatives.	Wir sind Verwandte.
We're safe here.	Hier sind wir sicher.
We're separated.	Wir sind getrennt.
We're soulmates.	Wir sind seelenverwandt.
We're surprised.	Wir sind überrascht.
We're too drunk.	Wir sind zu betrunken.
We're uninsured.	Wir sind nicht versichert.
We're very busy.	Wir sind sehr beschäftigt.
We're very fast.	Wir sind sehr schnell.
We're very poor.	Wir sind sehr arm.
We've come home.	Wir sind nach Hause gekommen.
We've found Tom.	Wir haben Tom gefunden.
We've got to go.	Wir müssen gehen.
We've hired Tom.	Wir haben Tom eingestellt.
We've lost them.	Wir haben sie verloren.
We've seen them.	Wir haben sie gesehen.
We've upset Tom.	Wir haben Tom verärgert.
Were they lying?	Haben sie gelogen?
Were you crying?	Hast du geweint?
Were you crying?	Haben Sie geweint?
Were you crying?	Habt ihr geweint?
Were you scared?	Hattest du Angst?
Were you scared?	Habt ihr euch gefürchtet?
What a huge dog!	Was für ein riesiger Hund!
What a nice tie!	Was für ein toller Schlips!
What a rude man!	Was für ein grober Mann!
What a surprise!	Was für eine Überraschung!
What am I doing?	Was tue ich?
What am I to do?	Was muss ich machen?
What comes next?	Was wird als nächstes geschehen?
What comes next?	Was kommt als Nächstes?
What did I miss?	Was habe ich verpasst?
What did Tom do?	Was hat Tom getan?
What did he say?	Was hat er gesagt?
What did you do?	Was hast du getan?
What do they do?	Was machen sie?
What do they do?	Was machen die?
What do we have?	Was haben wir?
What do we know?	Was wissen wir?
What do we know?	Was ist uns bekannt?
What do you say?	Was sagst du?
What do you say?	Was sagen Sie?
What do you see?	Was siehst du?
What drives you?	Was ist deine Motivation?
What is he like?	Wie ist er?
What is his age?	Wie alt ist er?
What is it like?	Wie ist es so?
What is it, Tom?	Was ist, Tom?
What is missing?	Was fehlt?
What killed Tom?	Was hat Tom umgebracht?
What killed Tom?	Was hat Tom getötet?
What time is it?	Wie viel Uhr ist es?
What time is it?	Wie spät ist es?
What time is it?	Wieviel Uhr ist es?
What was inside?	Was war darin?
What was stolen?	Was wurde gestohlen?
What went wrong?	Was ist schiefgelaufen?
What year is it?	Was für ein Jahr ist es?
What year is it?	Welches Jahr haben wir?
What year is it?	Welches Jahr schreiben wir?
What'll Tom say?	Was wird Tom sagen?
What'll Tom win?	Was wird Tom gewinnen?
What'll you eat?	Was willst du essen?
What's Tom done?	Was hat Tom getan?
What's Tom done?	Was hat Tom gemacht?
What's Tom like?	Wie ist Tom so?
What's Tom mean?	Was meint Tom?
What's Tom want?	Was will Tom?
What's all that?	Was ist das alles?
What's going on?	Was ist hier los?
What's happened?	Was passierte?
What's happened?	Was ist geschehen?
What's her name?	Wie ist ihr Name?
What's her name?	Wie heißt sie?
What's his name?	Wie heißt er?
What's in there?	Was ist da drinnen?
What's it about?	Worum geht es?
What's it worth?	Wie viel ist das wert?
What's it worth?	Was ist es denn wert?
What's my prize?	Was ist mein Gewinn?
What's so funny?	Was ist so lustig?
What's that for?	Wofür ist das?
What's the time?	Wie spät ist es?
What's this for?	Wozu ist das?
What's this for?	Für was ist das?
What's up there?	Was ist da oben?
What's up, dude?	Was geht ab, Kumpel?
What's with Tom?	Was ist los mit Tom?
What's with Tom?	Was ist mit Tom?
What's with you?	Was ist los mit dir?
What's your job?	Was machen Sie beruflich?
What've you got?	Was hast du?
When can we eat?	Wann können wir essen?
When did you go?	Wann bist du gegangen?
When do you run?	Wann laufen Sie?
When will we go?	Wann gehen wir?
When will we go?	Wann fahren wir?
Where did he go?	Wo ist er hingegangen?
Where is Boston?	Wo liegt Boston?
Where is an ATM?	Wo gibt es einen Geldautomaten?
Where is it now?	Wo ist es jetzt?
Where is my car?	Wo ist mein Auto?
Where is my dad?	Wo ist Papa?
Where is my dog?	Wo ist mein Hund?
Where were they?	Wo waren sie?
Where's Tom now?	Wo ist Tom gerade?
Where's Tom now?	Wo ist Tom jetzt?
Where's it from?	Wo kommt er her?
Where's it from?	Woher ist das?
Where's it from?	Wo kommt es her?
Where's it from?	Wo kommt sie her?
Where's my beer?	Wo ist mein Bier?
Where's my bike?	Wo ist mein Rad?
Where's my coat?	Wo ist mein Mantel?
Where's my comb?	Wo ist mein Kamm?
Where's my desk?	Wo ist mein Schreibtisch?
Where's my food?	Wo ist mein Essen?
Where's my mama?	Wo ist meine Mama?
Where's my ring?	Wo ist mein Ring?
Where's my room?	Wo ist mein Zimmer?
Where's my wife?	Wo ist meine Frau?
Where's our car?	Wo ist unser Auto?
Where's the car?	Wo ist das Auto?
Where's the cat?	Wo ist die Katze?
Where's the dog?	Wo ist der Hund?
Where's the ice?	Wo ist das Eis?
Where's the map?	Wo ist die Karte?
Where's the oar?	Wo ist das Ruder?
Where's the pen?	Wo ist der Füller?
Where's the zoo?	Wo ist der Zoo?
Which are Tom's?	Welche gehören Tom?
Which is better?	Welche ist besser?
Which key is it?	Welcher Schlüssel ist es?
Who are you all?	Wer seid ihr?
Who bought that?	Wer hat das gekauft?
Who bought that?	Wer hat das denn gekauft?
Who bought this?	Wer hat das gekauft?
Who brought Tom?	Wer hat Tom gebracht?
Who can that be?	Wer kann das sein?
Who contributed?	Wer hat Beiträge geleistet?
Who contributed?	Wer leistete Beiträge?
Who did you see?	Wen haben Sie gesehen?
Who do you love?	Wen liebst du?
Who do you love?	Wen lieben Sie?
Who is confused?	Wer ist verwirrt?
Who is that boy?	Wer ist dieser Junge?
Who is that guy?	Wer ist der Typ?
Who is that man?	Wer ist dieser Mann?
Who is that man?	Wer ist der Mann da?
Who is this boy?	Wer ist dieser Junge?
Who is this guy?	Wer ist dieser Typ?
Who is your dad?	Wer ist dein Vater?
Who likes beans?	Wer isst gerne Bohnen?
Who scolded Tom?	Wer hat Tom beschimpft?
Who stabbed Tom?	Wer hat Tom mit dem Messer gestochen?
Who stabbed Tom?	Wer hat Tom erstochen?
Who surrendered?	Wer hat sich ergeben?
Who surrendered?	Wer ergab sich?
Who teaches you?	Wer unterrichtet dich?
Who teaches you?	Wer unterrichtet euch?
Who teaches you?	Wer unterrichtet Sie?
Who volunteered?	Wer hat sich freiwillig gemeldet?
Who volunteered?	Wer meldete sich freiwillig?
Who's after you?	Wer ist hinter dir her?
Who's after you?	Wer ist hinter euch her?
Who's after you?	Wer ist hinter Ihnen her?
Who's in charge?	Wer hat das Sagen?
Who's listening?	Wer hört zu?
Who's screaming?	Wer schreit denn da?
Who's that girl?	Wer ist dieses Mädchen?
Who's that girl?	Wer ist das Mädchen da?
Who's your aunt?	Wer ist deine Tante?
Whose are these?	Wem gehören die?
Why are we here?	Warum sind wir hier?
Why are we poor?	Warum sind wir arm?
Why are we poor?	Wieso sind wir arm?
Why are we poor?	Weshalb sind wir arm?
Why are you mad?	Warum bist du wütend?
Why are you sad?	Warum bist du traurig?
Why are you sad?	Warum seid ihr traurig?
Why are you sad?	Warum sind Sie traurig?
